,id,actual,google/gemma-2-2b-it,google/gemma-2-2b-it-Probs
2361,17651,0,-1,-1
2362,17969,0,0,0
2363,12137,0,-1,-1
2364,23376,2,2,2
2365,17693,1,0,0
2366,18222,0,2,2
2367,4031,0,0,0
2368,19429,1,0,0
2369,4321,0,0,0
2370,11842,1,1,1
2371,6295,0,0,0
2372,22928,2,1,1
2373,23295,2,0,0
2374,8360,0,2,2
2375,5087,0,0,0
2376,23205,2,0,0
2377,6306,1,0,0
2378,23420,2,2,2
2379,4261,1,0,0
2380,13703,0,0,0
2381,2619,1,0,0
2382,23260,2,0,0
2383,17466,1,1,1
2384,22972,2,0,0
2385,23016,2,-1,-1
2386,8359,0,2,2
2387,23293,2,0,0
2388,22659,2,2,2
2389,3602,0,-1,-1
2390,16413,0,0,0
2391,13314,0,0,0
2392,22785,2,0,0
2393,11726,1,0,0
2394,13003,1,-1,-1
2395,771,1,0,0
2396,18658,1,1,1
2397,10162,0,0,0
2398,2995,1,1,1
2399,23061,2,2,2
2400,23142,2,2,2
2401,19118,0,2,2
2402,14538,1,0,0
2403,887,0,1,1
2404,11734,1,0,0
2405,988,0,0,0
2406,7646,0,0,0
2407,23400,2,0,0
2408,22923,2,2,2
2409,7007,0,0,0
2410,23483,2,2,2
2411,6201,1,0,0
2412,23404,2,0,0
2413,5186,0,0,0
2414,3897,0,0,0
2415,22911,2,0,0
2416,19336,1,0,0
2417,1531,0,0,0
2418,18498,1,0,0
2419,23493,2,2,2
2420,1238,0,1,1
2421,23115,2,2,2
2422,3394,0,0,0
2423,22866,2,0,0
2424,23159,2,2,2
2425,4868,0,0,0
2426,7391,0,0,0
2427,23101,2,2,2
2428,15515,2,0,0
2429,23121,2,0,0
2430,19419,0,0,0
2431,15766,0,0,0
2432,1232,1,-1,-1
2433,7952,1,0,0
2434,23137,2,2,2
2435,5203,0,0,0
2436,310,0,-1,-1
2437,18102,2,2,2
2438,2659,0,0,0
2439,23117,2,-1,-1
2440,10282,1,1,1
2441,1746,0,0,0
2442,23080,2,-1,-1
2443,10898,1,0,0
2444,8620,0,0,0
2445,4068,0,0,0
2446,18919,1,1,1
2447,9905,0,0,0
2448,23459,2,-1,-1
2449,6146,0,0,0
2450,16718,0,0,0
2451,10784,0,0,0
2452,10676,1,2,2
2453,13047,0,0,0
2454,18602,0,0,0
2455,6068,0,0,0
2456,23192,2,0,0
2457,10777,0,0,0
2458,8365,1,0,0
2459,15951,1,1,1
2460,6931,0,0,0
2461,22896,2,2,2
2462,4928,1,0,0
2463,5062,1,0,0
2464,23470,2,0,0
2465,18882,0,0,0
2466,22848,2,2,2
2467,22843,2,0,0
2468,2004,1,0,0
2469,22983,2,0,0
2470,12469,0,0,0
2471,22778,2,2,2
2472,23248,2,2,2
2473,22966,2,-1,-1
2474,17094,0,0,0
2475,559,0,0,0
2476,11923,1,0,0
2477,23384,2,0,0
2478,22544,2,2,2
2479,23437,2,-1,-1
2480,17180,0,0,0
2481,3943,0,0,0
2482,14574,1,-1,-1
2483,1322,1,2,2
2484,4797,0,0,0
2485,23285,2,2,2
2486,6066,0,0,0
2487,6238,0,-1,-1
2488,22533,2,2,2
2489,9315,0,-1,-1
2490,5115,0,0,0
2491,752,0,0,0
2492,8035,1,1,1
2493,3206,1,0,0
2494,13183,0,0,0
2495,23204,2,2,2
2496,4375,0,0,0
2497,3744,0,0,0
2498,4023,1,1,1
2499,23229,2,0,0
2500,14125,1,0,0
2501,23511,2,0,0
2502,10211,1,1,1
2503,19124,0,0,0
2504,4885,0,0,0
2505,23123,2,2,2
2506,16728,0,0,0
2507,23522,2,-1,-1
2508,22714,2,0,0
2509,3731,1,0,0
2510,3940,1,2,2
2511,22910,2,0,0
2512,13087,0,0,0
2513,22624,2,2,2
2514,17248,1,1,1
2515,23321,2,2,2
2516,2173,1,1,1
2517,19084,1,0,0
2518,8655,1,1,1
2519,5548,0,-1,-1
2520,6679,0,0,0
2521,22791,2,2,2
2522,5317,1,2,2
2523,14119,1,2,2
2524,22934,2,0,0
2525,22672,2,-1,-1
2526,23116,2,0,0
2527,11225,0,0,0
2528,9021,0,1,1
2529,8209,0,-1,-1
2530,23197,2,2,2
2531,15733,1,1,1
2532,6120,0,0,0
2533,10809,0,0,0
2534,2137,0,2,2
2535,2315,0,0,0
2536,760,0,0,0
2537,327,0,0,0
2538,2165,1,1,1
2539,14923,0,0,0
2540,17275,0,1,1
2541,10807,1,0,0
2542,12262,1,0,0
2543,23151,2,2,2
2544,23201,2,-1,-1
2545,10866,0,0,0
2546,15996,1,0,0
2547,1921,1,1,1
2548,1891,1,2,2
2549,22694,2,0,0
2550,23406,2,2,2
2551,13125,1,0,0
2552,18511,0,0,0
2553,23475,2,0,0
2554,13506,0,0,0
2555,11872,1,0,0
2556,22668,2,2,2
2557,17723,1,-1,-1
2558,2174,1,1,1
2559,1702,1,0,0
2560,8346,1,0,0
2561,5119,0,0,0
2562,3108,0,0,0
2563,23207,2,-1,-1
2564,22989,2,-1,-1
2565,23037,2,0,0
2566,4026,1,1,1
2567,11118,0,0,0
2568,23348,2,-1,-1
2569,17092,0,0,0
2570,17809,0,0,0
2571,22868,2,0,0
2572,6714,1,2,2
2573,23435,2,2,2
2574,23341,2,0,0
2575,23481,2,2,2
2576,22529,2,2,2
2577,22821,2,0,0
2578,23147,2,-1,-1
2579,23302,2,1,1
2580,2341,0,0,0
2581,377,0,-1,-1
2582,14677,0,-1,-1
2583,9818,0,1,1
2584,17090,1,0,0
2585,5911,0,0,0
2586,15002,1,0,0
2587,23438,2,0,0
2588,17009,1,0,0
2589,22724,2,0,0
2590,1025,1,0,0
2591,18371,0,1,1
2592,12027,0,0,0
2593,22742,2,2,2
2594,5190,0,0,0
2595,13448,2,2,2
2596,12290,1,1,1
2597,22796,2,2,2
2598,2962,1,1,1
2599,23278,2,2,2
2600,4999,1,1,1
2601,19316,0,1,1
2602,22916,2,2,2
2603,353,1,0,0
2604,23079,2,0,0
2605,1141,0,0,0
2606,11750,1,0,0
2607,22888,2,2,2
2608,14867,0,0,0
2609,16363,0,0,0
2610,10732,0,0,0
2611,19275,1,0,0
2612,4743,1,-1,-1
2613,22734,2,0,0
2614,10768,0,0,0
2615,22907,2,-1,-1
2616,23312,2,0,0
2617,2417,1,2,2
2618,17705,0,0,0
2619,23261,2,0,0
2620,10202,0,0,0
2621,22702,2,-1,-1
2622,6576,0,0,0
2623,22767,2,-1,-1
2624,5584,1,2,2
2625,4708,0,0,0
2626,14060,0,0,0
2627,5692,0,0,0
2628,22865,2,0,0
2629,23220,2,2,2
2630,22998,2,0,0
2631,23389,2,2,2
2632,16625,0,0,0
2633,10617,0,-1,-1
2634,22945,2,-1,-1
2635,15502,1,2,2
2636,3480,0,2,2
2637,10704,0,0,0
2638,22770,2,0,0
2639,12081,0,0,0
2640,5767,1,0,0
2641,22558,2,0,0
2642,12976,1,0,0
2643,4061,1,2,2
2644,12341,2,0,0
2645,15443,1,0,0
2646,22651,2,2,2
2647,15031,0,0,0
2648,22547,2,0,0
2649,23275,2,0,0
2650,1324,0,2,2
2651,10233,0,0,0
2652,22723,2,-1,-1
2653,19503,0,0,0
2654,4033,0,2,2
2655,1713,1,1,1
2656,23093,2,0,0
2657,16857,1,0,0
2658,4660,1,0,0
2659,22935,2,-1,-1
2660,3767,0,0,0
2661,12467,0,0,0
2662,17271,0,2,2
2663,12370,0,0,0
2664,18129,1,2,2
2665,3085,1,1,1
2666,16647,1,1,1
2667,12355,1,0,0
2668,23508,2,2,2
2669,3664,1,1,1
2670,3981,0,0,0
2671,8223,1,-1,-1
2672,12539,1,-1,-1
2673,17463,1,2,2
2674,23436,2,0,0
2675,22954,2,-1,-1
2676,16514,0,0,0
2677,23445,2,2,2
2678,6573,0,0,0
2679,17189,0,0,0
2680,14176,0,-1,-1
2681,424,0,-1,-1
2682,22984,2,0,0
2683,3302,0,0,0
2684,22706,2,2,2
2685,4190,1,0,0
2686,2697,0,0,0
2687,9607,1,1,1
2688,23460,2,2,2
2689,22583,2,0,0
2690,22948,2,2,2
2691,22644,2,2,2
2692,22758,2,2,2
2693,22729,2,-1,-1
2694,16928,2,1,1
2695,17038,1,0,0
2696,15814,1,0,0
2697,23034,2,0,0
2698,5870,1,0,0
2699,23088,2,0,0
2700,2312,0,0,0
2701,17008,1,0,0
2702,23334,2,1,1
2703,306,0,0,0
2704,3100,1,1,1
2705,23041,2,2,2
2706,2235,1,1,1
2707,11058,0,0,0
2708,23081,2,2,2
2709,17959,0,2,2
2710,1567,1,2,2
2711,23328,2,-1,-1
2712,7994,0,0,0
2713,8706,0,0,0
2714,16576,1,0,0
2715,4041,1,0,0
2716,10292,0,0,0
2717,6278,1,1,1
2718,14121,2,0,0
2719,725,1,-1,-1
2720,19105,1,0,0
2721,10749,0,2,2
2722,23305,2,-1,-1
2723,1498,0,0,0
2724,14369,0,-1,-1
2725,15615,1,1,1
2726,6060,1,0,0
2727,22585,2,0,0
2728,4568,1,-1,-1
2729,22849,2,2,2
2730,6976,1,1,1
2731,1421,1,1,1
2732,3570,0,0,0
2733,23133,2,0,0
2734,23166,2,2,2
2735,17814,0,0,0
2736,8172,1,1,1
2737,11167,1,0,0
2738,15145,1,1,1
2739,41,0,0,0
2740,5117,0,2,2
2741,22809,2,2,2
2742,15994,1,0,0
2743,6198,0,0,0
2744,22628,2,2,2
2745,23007,2,0,0
2746,16538,1,-1,-1
2747,110,1,1,1
2748,5444,1,0,0
2749,18628,1,0,0
2750,23449,2,0,0
2751,23224,2,0,0
2752,4235,1,0,0
2753,22594,2,2,2
2754,18369,1,-1,-1
2755,17745,1,1,1
2756,23396,2,0,0
2757,23479,2,2,2
2758,1869,1,1,1
2759,22613,2,0,0
2760,6788,1,2,2
2761,1003,0,0,0
2762,8153,0,-1,-1
2763,17053,1,0,0
2764,16202,0,0,0
2765,22576,2,0,0
2766,22535,2,2,2
2767,298,0,-1,-1
2768,18246,1,1,1
2769,15535,0,2,2
2770,15749,1,1,1
2771,23074,2,0,0
2772,22851,2,0,0
2773,16245,0,2,2
2774,22664,2,0,0
2775,151,1,1,1
2776,23038,2,-1,-1
2777,22969,2,-1,-1
2778,23253,2,2,2
2779,23494,2,2,2
2780,23415,2,0,0
2781,5747,0,0,0
2782,788,1,1,1
2783,22999,2,-1,-1
2784,10246,1,0,0
2785,15935,1,1,1
2786,22937,2,2,2
2787,5474,1,1,1
2788,8314,0,0,0
2789,22890,2,2,2
2790,23154,2,2,2
2791,14536,1,0,0
2792,2048,0,0,0
2793,23160,2,2,2
2794,23118,2,2,2
2795,8348,0,0,0
2796,10517,1,1,1
2797,23052,2,0,0
2798,23444,2,-1,-1
2799,6025,0,0,0
2800,18604,0,0,0
2801,10289,0,1,1
2802,15111,1,1,1
2803,6627,0,0,0
2804,17652,1,1,1
2805,13038,0,0,0
2806,4322,1,0,0
2807,6063,0,0,0
2808,23179,2,2,2
2809,16536,1,0,0
2810,8162,1,0,0
2811,14436,0,0,0
2812,1519,0,0,0
2813,5217,1,0,0
2814,23274,2,0,0
2815,22548,2,-1,-1
2816,1221,0,1,1
2817,23156,2,2,2
2818,14716,1,0,0
2819,2237,0,1,1
2820,18917,1,1,1
2821,9679,0,0,0
2822,101,0,0,0
2823,6359,0,-1,-1
2824,22686,2,0,0
2825,12879,1,1,1
2826,1142,1,0,0
2827,23129,2,-1,-1
2828,18363,1,0,0
2829,18027,0,0,0
